"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","MLN_USD","A","1994",380162.973,
"AUS","GDP","TOT","MLN_USD","A","1995",402520.141,
"AUS","GDP","TOT","MLN_USD","A","1996",423165.062,
"AUS","GDP","TOT","MLN_USD","A","1997",449579.603,
"AUS","GDP","TOT","MLN_USD","A","1998",476939.463,
"AUS","GDP","TOT","MLN_USD","A","1999",509779.868,
"AUS","GDP","TOT","MLN_USD","A","2000",537551.755,
"AUS","GDP","TOT","MLN_USD","A","2001",568121.286,
"AUS","GDP","TOT","MLN_USD","A","2002",599301.22,
"AUS","GDP","TOT","MLN_USD","A","2003",635902.798,
"AUS","GDP","TOT","MLN_USD","A","2004",674858.481,
"AUS","GDP","TOT","MLN_USD","A","2005",717705.079,
"AUS","GDP","TOT","MLN_USD","A","2006",773963.638,
"AUS","GDP","TOT","MLN_USD","A","2007",824725.955,
"AUS","GDP","TOT","MLN_USD","A","2008",851983.13,
"AUS","GDP","TOT","MLN_USD","A","2009",902707.181,
"AUS","GDP","TOT","MLN_USD","A","2010",942682.526,
"AUS","GDP","TOT","MLN_USD","A","2011",992327.38,
"AUS","GDP","TOT","MLN_USD","A","2012",997527.347,
"AUS","GDP","TOT","MLN_USD","A","2013",1104626.135,
"AUS","GDP","TOT","MLN_USD","A","2014",1118494.158,
"AUS","GDP","TOT","MLN_USD","A","2015",1126611.516,
"AUS","GDP","TOT","MLN_USD","A","2016",1216419.396,
"AUS","GDP","TOT","MLN_USD","A","2017",1262007.089,
"AUS","GDP","TOT","MLN_USD","A","2018",1342135.747,
"AUS","GDP","TOT","MLN_USD","A","2019",1419808.241,"E"
"AUS","GDP","TOT","USD_CAP","A","1960",2409.058207,
"AUS","GDP","TOT","USD_CAP","A","1961",2379.705491,
"AUS","GDP","TOT","USD_CAP","A","1962",2573.580478,
"AUS","GDP","TOT","USD_CAP","A","1963",2748.475664,
"AUS","GDP","TOT","USD_CAP","A","1964",2898.335391,
"AUS","GDP","TOT","USD_CAP","A","1965",2997.714205,
"AUS","GDP","TOT","USD_CAP","A","1966",3270.894847,
"AUS","GDP","TOT","USD_CAP","A","1967",3442.171342,
"AUS","GDP","TOT","USD_CAP","A","1968",3827.600452,
"AUS","GDP","TOT","USD_CAP","A","1969",4201.74299,
"AUS","GDP","TOT","USD_CAP","A","1970",4638.882122,
"AUS","GDP","TOT","USD_CAP","A","1971",4849.898734,
"AUS","GDP","TOT","USD_CAP","A","1972",5195.547601,
"AUS","GDP","TOT","USD_CAP","A","1973",5779.64508,
"AUS","GDP","TOT","USD_CAP","A","1974",6228.439959,
"AUS","GDP","TOT","USD_CAP","A","1975",6919.788665,
"AUS","GDP","TOT","USD_CAP","A","1976",7376.296715,
"AUS","GDP","TOT","USD_CAP","A","1977",7706.334772,
"AUS","GDP","TOT","USD_CAP","A","1978",8530.021615,
"AUS","GDP","TOT","USD_CAP","A","1979",9429.997689,
"AUS","GDP","TOT","USD_CAP","A","1980",10448.711199,
"AUS","GDP","TOT","USD_CAP","A","1981",11923.069752,
"AUS","GDP","TOT","USD_CAP","A","1982",11957.488661,
"AUS","GDP","TOT","USD_CAP","A","1983",12740.151227,
"AUS","GDP","TOT","USD_CAP","A","1984",13563.527531,
"AUS","GDP","TOT","USD_CAP","A","1985",14470.976794,
"AUS","GDP","TOT","USD_CAP","A","1986",14952.112665,
"AUS","GDP","TOT","USD_CAP","A","1987",16011.688864,
"AUS","GDP","TOT","USD_CAP","A","1988",17082.563123,
"AUS","GDP","TOT","USD_CAP","A","1989",17783.929611,
"AUS","GDP","TOT","USD_CAP","A","1990",17788.238974,
"AUS","GDP","TOT","USD_CAP","A","1991",18125.990931,
"AUS","GDP","TOT","USD_CAP","A","1992",19096.236779,
"AUS","GDP","TOT","USD_CAP","A","1993",20119.993999,
"AUS","GDP","TOT","USD_CAP","A","1994",21350.873236,
"AUS","GDP","TOT","USD_CAP","A","1995",22356.144231,
"AUS","GDP","TOT","USD_CAP","A","1996",23219.188226,
"AUS","GDP","TOT","USD_CAP","A","1997",24403.170106,
"AUS","GDP","TOT","USD_CAP","A","1998",25631.433579,
"AUS","GDP","TOT","USD_CAP","A","1999",27098.221278,
"AUS","GDP","TOT","USD_CAP","A","2000",28249.377533,
"AUS","GDP","TOT","USD_CAP","A","2001",29474.974238,
"AUS","GDP","TOT","USD_CAP","A","2002",30740.962903,
"AUS","GDP","TOT","USD_CAP","A","2003",32245.447585,
"AUS","GDP","TOT","USD_CAP","A","2004",33856.852355,
"AUS","GDP","TOT","USD_CAP","A","2005",35570.808015,
"AUS","GDP","TOT","USD_CAP","A","2006",37844.782088,
"AUS","GDP","TOT","USD_CAP","A","2007",39597.743117,
"AUS","GDP","TOT","USD_CAP","A","2008",40094.833205,
"AUS","GDP","TOT","USD_CAP","A","2009",41615.326657,
"AUS","GDP","TOT","USD_CAP","A","2010",42787.358539,
"AUS","GDP","TOT","USD_CAP","A","2011",44419.309749,
"AUS","GDP","TOT","USD_CAP","A","2012",43879.180355,
"AUS","GDP","TOT","USD_CAP","A","2013",47761.21406,
"AUS","GDP","TOT","USD_CAP","A","2014",47644.762792,
"AUS","GDP","TOT","USD_CAP","A","2015",47304.816745,
"AUS","GDP","TOT","USD_CAP","A","2016",50284.172793,
"AUS","GDP","TOT","USD_CAP","A","2017",51297.139196,
"AUS","GDP","TOT","USD_CAP","A","2018",53700.680893,
"AUS","GDP","TOT","USD_CAP","A","2019",55961.855719,"E"
"AUT","GDP","TOT","MLN_USD","A","1970",28540.965,"E"
"AUT","GDP","TOT","MLN_USD","A","1971",31521.063,"E"
"AUT","GDP","TOT","MLN_USD","A","1972",34925.014,"E"
"AUT","GDP","TOT","MLN_USD","A","1973",38639.291,"E"
"AUT","GDP","TOT","MLN_USD","A","1974",43777.283,"E"
"AUT","GDP","TOT","MLN_USD","A","1975",47658.909,"E"
"AUT","GDP","TOT","MLN_USD","A","1976",52583.16,"E"
"AUT","GDP","TOT","MLN_USD","A","1977",58687.528,"E"
"AUT","GDP","TOT","MLN_USD","A","1978",62683.188,"E"
"AUT","GDP","TOT","MLN_USD","A","1979",71520.086,"E"
"AUT","GDP","TOT","MLN_USD","A","1980",79330.744,"E"
"AUT","GDP","TOT","MLN_USD","A","1981",86711.859,"E"
"AUT","GDP","TOT","MLN_USD","A","1982",93920.855,"E"
"AUT","GDP","TOT","MLN_USD","A","1983",100501.239,"E"
"AUT","GDP","TOT","MLN_USD","A","1984",104180.433,"E"
"AUT","GDP","TOT","MLN_USD","A","1985",110160.539,"E"
"AUT","GDP","TOT","MLN_USD","A","1986",114965.34,"E"
"AUT","GDP","TOT","MLN_USD","A","1987",119406.7,"E"
"AUT","GDP","TOT","MLN_USD","A","1988",127693.022,"E"
"AUT","GDP","TOT","MLN_USD","A","1989",137857.131,"E"
"AUT","GDP","TOT","MLN_USD","A","1990",149232.616,"E"
"AUT","GDP","TOT","MLN_USD","A","1991",159589.017,"E"
"AUT","GDP","TOT","MLN_USD","A","1992",166643.08,"E"
"AUT","GDP","TOT","MLN_USD","A","1993",171490.013,"E"
"AUT","GDP","TOT","MLN_USD","A","1994",179359.332,"E"
"AUT","GDP","TOT","MLN_USD","A","1995",188005.812,
"AUT","GDP","TOT","MLN_USD","A","1996",195128.448,
"AUT","GDP","TOT","MLN_USD","A","1997",202532.895,
"AUT","GDP","TOT","MLN_USD","A","1998",212777.068,
"AUT","GDP","TOT","MLN_USD","A","1999",220639.939,
"AUT","GDP","TOT","MLN_USD","A","2000",235435.999,
"AUT","GDP","TOT","MLN_USD","A","2001",238980.734,
"AUT","GDP","TOT","MLN_USD","A","2002",251984.784,
"AUT","GDP","TOT","MLN_USD","A","2003",260771.948,
"AUT","GDP","TOT","MLN_USD","A","2004",275748.248,
"AUT","GDP","TOT","MLN_USD","A","2005",288086.722,
"AUT","GDP","TOT","MLN_USD","A","2006",311039.312,
"AUT","GDP","TOT","MLN_USD","A","2007",326756.445,
"AUT","GDP","TOT","MLN_USD","A","2008",343812.976,
"AUT","GDP","TOT","MLN_USD","A","2009",341721.563,
"AUT","GDP","TOT","MLN_USD","A","2010",351576.67,
"AUT","GDP","TOT","MLN_USD","A","2011",373031.477,
"AUT","GDP","TOT","MLN_USD","A","2012",391635.176,
"AUT","GDP","TOT","MLN_USD","A","2013",406370.245,
"AUT","GDP","TOT","MLN_USD","A","2014",417059.519,
"AUT","GDP","TOT","MLN_USD","A","2015",431091.558,
"AUT","GDP","TOT","MLN_USD","A","2016",460236.155,
"AUT","GDP","TOT","MLN_USD","A","2017",479433.421,
"AUT","GDP","TOT","MLN_USD","A","2018",502315.134,
"AUT","GDP","TOT","MLN_USD","A","2019",523271.383,
"AUT","GDP","TOT","USD_CAP","A","1970",3822.519954,"E"
"AUT","GDP","TOT","USD_CAP","A","1971",4202.511916,"E"
"AUT","GDP","TOT","USD_CAP","A","1972",4629.799378,"E"
"AUT","GDP","TOT","USD_CAP","A","1973",5093.81977,"E"
"AUT","GDP","TOT","USD_CAP","A","1974",5761.288551,"E"
"AUT","GDP","TOT","USD_CAP","A","1975",6288.679362,"E"
"AUT","GDP","TOT","USD_CAP","A","1976",6950.365,"E"
"AUT","GDP","TOT","USD_CAP","A","1977",7754.253874,"E"
"AUT","GDP","TOT","USD_CAP","A","1978",8288.899759,"E"
"AUT","GDP","TOT","USD_CAP","A","1979",9473.580512,"E"
"AUT","GDP","TOT","USD_CAP","A","1980",10508.172485,"E"
"AUT","GDP","TOT","USD_CAP","A","1981",11456.623275,"E"
"AUT","GDP","TOT","USD_CAP","A","1982",12400.200502,"E"
"AUT","GDP","TOT","USD_CAP","A","1983",13290.456917,"E"
"AUT","GDP","TOT","USD_CAP","A","1984",13777.867192,"E"
"AUT","GDP","TOT","USD_CAP","A","1985",14561.899742,"E"
"AUT","GDP","TOT","USD_CAP","A","1986",15187.380246,"E"
"AUT","GDP","TOT","USD_CAP","A","1987",15764.122288,"E"
"AUT","GDP","TOT","USD_CAP","A","1988",16834.23668,"E"
"AUT","GDP","TOT","USD_CAP","A","1989",18092.517493,"E"
"AUT","GDP","TOT","USD_CAP","A","1990",19436.771534,"E"
"AUT","GDP","TOT","USD_CAP","A","1991",20579.143793,"E"
"AUT","GDP","TOT","USD_CAP","A","1992",21253.5729,"E"
"AUT","GDP","TOT","USD_CAP","A","1993",21692.131966,"E"
"AUT","GDP","TOT","USD_CAP","A","1994",22600.386244,"E"
"AUT","GDP","TOT","USD_CAP","A","1995",23653.653329,
"AUT","GDP","TOT","USD_CAP","A","1996",24516.654846,
"AUT","GDP","TOT","USD_CAP","A","1997",25418.154266,
"AUT","GDP","TOT","USD_CAP","A","1998",26674.526268,
"AUT","GDP","TOT","USD_CAP","A","1999",27606.484243,
"AUT","GDP","TOT","USD_CAP","A","2000",29387.013559,
"AUT","GDP","TOT","USD_CAP","A","2001",29715.497031,
"AUT","GDP","TOT","USD_CAP","A","2002",31178.051444,
"AUT","GDP","TOT","USD_CAP","A","2003",32121.714513,
"AUT","GDP","TOT","USD_CAP","A","2004",33753.625012,
"AUT","GDP","TOT","USD_CAP","A","2005",35024.557484,
"AUT","GDP","TOT","USD_CAP","A","2006",37619.892106,
"AUT","GDP","TOT","USD_CAP","A","2007",39391.07903,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40966.523911,
"AUT","GDP","TOT","USD_CAP","A","2010",42049.248693,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48813.534409,
"AUT","GDP","TOT","USD_CAP","A","2015",49955.456118,
"AUT","GDP","TOT","USD_CAP","A","2016",52659.767807,
"AUT","GDP","TOT","USD_CAP","A","2017",54511.590833,
"AUT","GDP","TOT","USD_CAP","A","2018",56837.722049,
"AUT","GDP","TOT","USD_CAP","A","2019",58942.642414,
"BEL","GDP","TOT","MLN_USD","A","1970",37240.95,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",40597.261,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",44578.065,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",49899.666,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",56674.162,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",61101.946,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",68108.648,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",72793.431,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",80127.837,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",88807.186,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",101166.64,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",110429.931,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",117950.175,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",122952.24,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",130529.885,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",136882.09,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",142184.035,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",149060.316,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",161607.103,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",173768.858,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",185929.518,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",195740.684,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",203265.829,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",206080.283,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",217273.034,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",227118.965,
"BEL","GDP","TOT","MLN_USD","A","1996",230596.26,
"BEL","GDP","TOT","MLN_USD","A","1997",241542.687,
"BEL","GDP","TOT","MLN_USD","A","1998",248631.55,
"BEL","GDP","TOT","MLN_USD","A","1999",260168.781,
"BEL","GDP","TOT","MLN_USD","A","2000",284933.288,
"BEL","GDP","TOT","MLN_USD","A","2001",296257.296,
"BEL","GDP","TOT","MLN_USD","A","2002",312900.475,
"BEL","GDP","TOT","MLN_USD","A","2003",320612.968,
"BEL","GDP","TOT","MLN_USD","A","2004",333830.85,
"BEL","GDP","TOT","MLN_USD","A","2005",347658.439,
"BEL","GDP","TOT","MLN_USD","A","2006",371463.925,
"BEL","GDP","TOT","MLN_USD","A","2007",390526.018,
"BEL","GDP","TOT","MLN_USD","A","2008",405729.43,
"BEL","GDP","TOT","MLN_USD","A","2009",407954.69,
"BEL","GDP","TOT","MLN_USD","A","2010",434371.278,
"BEL","GDP","TOT","MLN_USD","A","2011",451932.625,
"BEL","GDP","TOT","MLN_USD","A","2012",469720.336,
"BEL","GDP","TOT","MLN_USD","A","2013",487343.796,
"BEL","GDP","TOT","MLN_USD","A","2014",503619.623,
"BEL","GDP","TOT","MLN_USD","A","2015",521017.563,
"BEL","GDP","TOT","MLN_USD","A","2016",550808.604,
"BEL","GDP","TOT","MLN_USD","A","2017",577006.981,
"BEL","GDP","TOT","MLN_USD","A","2018",597058.323,
"BEL","GDP","TOT","MLN_USD","A","2019",626399.324,
"BEL","GDP","TOT","USD_CAP","A","1970",3869.068337,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4202.503835,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4597.473982,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5130.981333,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5809.677528,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6246.30477,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",6951.22834,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7421.04101,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8162.110569,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9039.78308,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10287.407845,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11221.394047,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",11975.844892,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12477.393922,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13245.041621,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",13886.790141,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14421.750209,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15102.362266,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16317.356912,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17481.77649,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",18652.640259,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19562.330989,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20231.494827,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20432.310442,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21478.156785,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22404.948705,
"BEL","GDP","TOT","USD_CAP","A","1996",22703.185964,
"BEL","GDP","TOT","USD_CAP","A","1997",23724.848965,
"BEL","GDP","TOT","USD_CAP","A","1998",24368.474959,
"BEL","GDP","TOT","USD_CAP","A","1999",25441.891387,
"BEL","GDP","TOT","USD_CAP","A","2000",27795.657822,
"BEL","GDP","TOT","USD_CAP","A","2001",28799.192816,
"BEL","GDP","TOT","USD_CAP","A","2002",30281.667989,
"BEL","GDP","TOT","USD_CAP","A","2003",30899.476463,
"BEL","GDP","TOT","USD_CAP","A","2004",32034.435311,
"BEL","GDP","TOT","USD_CAP","A","2005",33176.680884,
"BEL","GDP","TOT","USD_CAP","A","2006",35216.526865,
"BEL","GDP","TOT","USD_CAP","A","2007",36751.930887,
"BEL","GDP","TOT","USD_CAP","A","2008",37883.233422,
"BEL","GDP","TOT","USD_CAP","A","2009",37787.577783,
"BEL","GDP","TOT","USD_CAP","A","2010",39865.205401,
"BEL","GDP","TOT","USD_CAP","A","2011",40943.343479,
"BEL","GDP","TOT","USD_CAP","A","2012",42290.477674,
"BEL","GDP","TOT","USD_CAP","A","2013",43672.712292,
"BEL","GDP","TOT","USD_CAP","A","2014",44929.933328,
"BEL","GDP","TOT","USD_CAP","A","2015",46214.082208,
"BEL","GDP","TOT","USD_CAP","A","2016",48610.767252,
"BEL","GDP","TOT","USD_CAP","A","2017",50725.88846,
"BEL","GDP","TOT","USD_CAP","A","2018",52249.787585,
"BEL","GDP","TOT","USD_CAP","A","2019",54545.395722,
"CAN","GDP","TOT","MLN_USD","A","1961",44376.883,
"CAN","GDP","TOT","MLN_USD","A","1962",48656.247,
"CAN","GDP","TOT","MLN_USD","A","1963",52000.483,
"CAN","GDP","TOT","MLN_USD","A","1964",56477.8,
"CAN","GDP","TOT","MLN_USD","A","1965",61893.966,
"CAN","GDP","TOT","MLN_USD","A","1966",68329.4,
"CAN","GDP","TOT","MLN_USD","A","1967",72469.718,
"CAN","GDP","TOT","MLN_USD","A","1968",80115.42,
"CAN","GDP","TOT","MLN_USD","A","1969",88783.769,
"CAN","GDP","TOT","MLN_USD","A","1970",99498.781,
"CAN","GDP","TOT","MLN_USD","A","1971",108693.133,
"CAN","GDP","TOT","MLN_USD","A","1972",119639.199,
"CAN","GDP","TOT","MLN_USD","A","1973",134821.676,
"CAN","GDP","TOT","MLN_USD","A","1974",151774.42,
"CAN","GDP","TOT","MLN_USD","A","1975",168255.917,
"CAN","GDP","TOT","MLN_USD","A","1976",187951.181,
"CAN","GDP","TOT","MLN_USD","A","1977",206492.821,
"CAN","GDP","TOT","MLN_USD","A","1978",229158.369,
"CAN","GDP","TOT","MLN_USD","A","1979",257380.738,
"CAN","GDP","TOT","MLN_USD","A","1980",286679.125,
"CAN","GDP","TOT","MLN_USD","A","1981",324720.654,
"CAN","GDP","TOT","MLN_USD","A","1982",333791.387,
"CAN","GDP","TOT","MLN_USD","A","1983",355888.323,
"CAN","GDP","TOT","MLN_USD","A","1984",390517.237,
"CAN","GDP","TOT","MLN_USD","A","1985",421953.837,
"CAN","GDP","TOT","MLN_USD","A","1986",439679.449,
"CAN","GDP","TOT","MLN_USD","A","1987",468898.565,
"CAN","GDP","TOT","MLN_USD","A","1988",506847.287,
"CAN","GDP","TOT","MLN_USD","A","1989",538925.043,
"CAN","GDP","TOT","MLN_USD","A","1990",560014.327,
"CAN","GDP","TOT","MLN_USD","A","1991",566875.157,
"CAN","GDP","TOT","MLN_USD","A","1992",585015.532,
"CAN","GDP","TOT","MLN_USD","A","1993",614809.832,
"CAN","GDP","TOT","MLN_USD","A","1994",656162.411,
"CAN","GDP","TOT","MLN_USD","A","1995",687966.457,
"CAN","GDP","TOT","MLN_USD","A","1996",711905.556,
"CAN","GDP","TOT","MLN_USD","A","1997",755171.949,
"CAN","GDP","TOT","MLN_USD","A","1998",793426.209,
"CAN","GDP","TOT","MLN_USD","A","1999",846421.343,
"CAN","GDP","TOT","MLN_USD","A","2000",901044.804,
"CAN","GDP","TOT","MLN_USD","A","2001",937280.441,
"CAN","GDP","TOT","MLN_USD","A","2002",971009.088,
"CAN","GDP","TOT","MLN_USD","A","2003",1023164.566,
"CAN","GDP","TOT","MLN_USD","A","2004",1083147.9,
"CAN","GDP","TOT","MLN_USD","A","2005",1171340.162,
"CAN","GDP","TOT","MLN_USD","A","2006",1241188.41,
"CAN","GDP","TOT","MLN_USD","A","2007",1300920.52,
"CAN","GDP","TOT","MLN_USD","A","2008",1342396.613,
"CAN","GDP","TOT","MLN_USD","A","2009",1307934.637,
"CAN","GDP","TOT","MLN_USD","A","2010",1364056.032,
"CAN","GDP","TOT","MLN_USD","A","2011",1430807.125,
"CAN","GDP","TOT","MLN_USD","A","2012",1468094.965,
"CAN","GDP","TOT","MLN_USD","A","2013",1554122.745,
"CAN","GDP","TOT","MLN_USD","A","2014",1621396.709,
"CAN","GDP","TOT","MLN_USD","A","2015",1594899.224,
"CAN","GDP","TOT","MLN_USD","A","2016",1678387.058,
"CAN","GDP","TOT","MLN_USD","A","2017",1777241.886,
"CAN","GDP","TOT","MLN_USD","A","2018",1855770.852,
"CAN","GDP","TOT","MLN_USD","A","2019",1929897.148,
"CAN","GDP","TOT","USD_CAP","A","1970",4589.386953,
"CAN","GDP","TOT","USD_CAP","A","1971",4949.138282,
"CAN","GDP","TOT","USD_CAP","A","1972",5384.674851,
"CAN","GDP","TOT","USD_CAP","A","1973",5994.265182,
"CAN","GDP","TOT","USD_CAP","A","1974",6654.446942,
"CAN","GDP","TOT","USD_CAP","A","1975",7270.186121,
"CAN","GDP","TOT","USD_CAP","A","1976",8015.041349,
"CAN","GDP","TOT","USD_CAP","A","1977",8703.286995,
"CAN","GDP","TOT","USD_CAP","A","1978",9562.927315,
"CAN","GDP","TOT","USD_CAP","A","1979",10634.889167,
"CAN","GDP","TOT","USD_CAP","A","1980",11693.711004,
"CAN","GDP","TOT","USD_CAP","A","1981",13083.068746,
"CAN","GDP","TOT","USD_CAP","A","1982",13289.491474,
"CAN","GDP","TOT","USD_CAP","A","1983",14029.882344,
"CAN","GDP","TOT","USD_CAP","A","1984",15250.377959,
"CAN","GDP","TOT","USD_CAP","A","1985",16328.145777,
"CAN","GDP","TOT","USD_CAP","A","1986",16845.776456,
"CAN","GDP","TOT","USD_CAP","A","1987",17730.012454,
"CAN","GDP","TOT","USD_CAP","A","1988",18918.037984,
"CAN","GDP","TOT","USD_CAP","A","1989",19757.648201,
"CAN","GDP","TOT","USD_CAP","A","1990",20223.593806,
"CAN","GDP","TOT","USD_CAP","A","1991",20218.520698,
"CAN","GDP","TOT","USD_CAP","A","1992",20620.002423,
"CAN","GDP","TOT","USD_CAP","A","1993",21433.323686,
"CAN","GDP","TOT","USD_CAP","A","1994",22625.772762,
"CAN","GDP","TOT","USD_CAP","A","1995",23478.232046,
"CAN","GDP","TOT","USD_CAP","A","1996",24042.563808,
"CAN","GDP","TOT","USD_CAP","A","1997",25251.563627,
"CAN","GDP","TOT","USD_CAP","A","1998",26311.446096,
"CAN","GDP","TOT","USD_CAP","A","1999",27841.629576,
"CAN","GDP","TOT","USD_CAP","A","2000",29363.642463,
"CAN","GDP","TOT","USD_CAP","A","2001",30214.480583,
"CAN","GDP","TOT","USD_CAP","A","2002",30963.222007,
"CAN","GDP","TOT","USD_CAP","A","2003",32333.575435,
"CAN","GDP","TOT","USD_CAP","A","2004",33911.261378,
"CAN","GDP","TOT","USD_CAP","A","2005",36327.662059,
"CAN","GDP","TOT","USD_CAP","A","2006",38106.959546,
"CAN","GDP","TOT","USD_CAP","A","2007",39554.852119,
"CAN","GDP","TOT","USD_CAP","A","2008",40376.330167,
"CAN","GDP","TOT","USD_CAP","A","2009",38893.179137,
"CAN","GDP","TOT","USD_CAP","A","2010",40113.526984,
"CAN","GDP","TOT","USD_CAP","A","2011",41666.718851,
"CAN","GDP","TOT","USD_CAP","A","2012",42290.879082,
"CAN","GDP","TOT","USD_CAP","A","2013",44298.514462,
"CAN","GDP","TOT","USD_CAP","A","2014",45753.782936,
"CAN","GDP","TOT","USD_CAP","A","2015",44671.409504,
"CAN","GDP","TOT","USD_CAP","A","2016",46480.50132,
"CAN","GDP","TOT","USD_CAP","A","2017",48633.836154,
"CAN","GDP","TOT","USD_CAP","A","2018",50077.786708,
"CAN","GDP","TOT","USD_CAP","A","2019",51341.714241,
"CZE","GDP","TOT","MLN_USD","A","1990",131594.165,"E"
